ineff,eff,C_r,alpha,NTU,T_H_out,T_C_out,run
0.4430,0.5570,0.5000,0.5000,1,482.67,383.9,61
-0.0043,1.0043,0.4000,1.0000e-04,10,410.41,649.01,610
0.0495,0.9505,0.5000,1.0000e-04,10,367.59,648.94,611
0.0160,0.9840,0.6000,1.0000e-04,10,263.99,642.9,612
0.0203,0.9797,0.7000,1.0000e-04,10,255.15,643.3,613
0.0404,0.9596,0.8000,1.0000e-04,10,180.2,630,614
0.0603,0.9397,0.9000,1.0000e-04,10,135.86,615.31,615
0.0717,0.9283,1,1.0000e-04,10,94.062,582.75,616
0.9944,0.0056,0,0.1000,10,50,53.396,617
-0.0068,1.0068,0.1000,0.1000,10,589.36,649.92,618
0.0012,0.9988,0.2000,0.1000,10,531.49,649.83,619
0.4569,0.5431,0.6000,0.5000,1,454.48,375.7,62
-8.7216e-04,1.0009,0.3000,0.1000,10,468.44,649.54,620
0.0029,0.9971,0.4000,0.1000,10,411.3,649.02,621
-0.0017,1.0017,0.5000,0.1000,10,350.91,647.66,622
0.0085,0.9915,0.6000,0.1000,10,294.03,645.11,623
0.0305,0.9695,0.7000,0.1000,10,232.6,639.38,624
0.0341,0.9659,0.8000,0.1000,10,182.08,629.59,625
0.0584,0.9416,0.9000,0.1000,10,141.51,614.98,626
0.0931,0.9069,1,0.1000,10,110.35,597.34,627
1.0001,-5.1648e-05,0,0.2000,10,0,0,628
-0.0024,1.0024,0.1000,0.2000,10,589.84,649.92,629
0.4709,0.5291,0.7000,0.5000,1,427.78,367.58,63
3.3963e-04,0.9997,0.2000,0.2000,10,530.02,649.79,630
0.0013,0.9987,0.3000,0.2000,10,472.84,649.47,631
3.8988e-04,0.9996,0.4000,0.2000,10,417.95,648.87,632
-6.0113e-05,1.0001,0.5000,0.2000,10,348.63,646.86,633
0.0170,0.9830,0.6000,0.2000,10,299.51,644.39,634
0.0210,0.9790,0.7000,0.2000,10,238.78,637.44,635
0.0305,0.9695,0.8000,0.2000,10,188.05,627.1,636
0.0566,0.9434,0.9000,0.2000,10,152.79,615.66,637
0.0997,0.9003,1,0.2000,10,109.46,586.21,638
1.0001,-6.5280e-05,0,0.3000,10,0,0,639
0.4842,0.5158,0.8000,0.5000,1,402.39,359.31,64
-0.0039,1.0039,0.1000,0.3000,10,589.51,649.9,640
-0.0043,1.0043,0.2000,0.3000,10,530.85,649.75,641
0.0138,0.9862,0.3000,0.3000,10,473.8,649.39,642
0.0142,0.9858,0.4000,0.3000,10,418.59,649.09,643
0.0226,0.9774,0.5000,0.3000,10,363.34,646.75,644
-0.0049,1.0049,0.6000,0.3000,10,288.56,640.82,645
0.0217,0.9783,0.7000,0.3000,10,241.01,633.13,646
0.0337,0.9663,0.8000,0.3000,10,183.03,616.15,647
0.0767,0.9233,0.9000,0.3000,10,157.24,611.67,648
0.1176,0.8824,1,0.3000,10,119.37,588.33,649
0.4976,0.5024,0.9000,0.5000,1,378.59,351.36,65
1.0001,-7.3767e-05,0,0.4000,10,0,0,650
0.0117,0.9883,0.1000,0.4000,10,592.09,649.9,651
-0.0169,1.0169,0.2000,0.4000,10,525.93,649.57,652
0.0067,0.9933,0.3000,0.4000,10,472.59,649.08,653
0.0027,0.9973,0.4000,0.4000,10,410.04,647.76,654
0.0072,0.9928,0.5000,0.4000,10,353.37,645.17,655
0.0236,0.9764,0.6000,0.4000,10,298.67,640.34,656
0.0273,0.9727,0.7000,0.4000,10,237.96,629.47,657
0.0445,0.9555,0.8000,0.4000,10,185.61,615.16,658
0.0815,0.9185,0.9000,0.4000,10,164.58,608.35,659
0.5102,0.4898,1,0.5000,1,356.22,343.44,66
0.1289,0.8711,1,0.4000,10,141.36,601.89,660
1.0001,-8.5129e-05,0,0.5000,10,0,0,661
1.6794e-04,0.9998,0.1000,0.5000,10,589.99,649.87,662
7.0493e-04,0.9993,0.2000,0.5000,10,530.06,649.56,663
-0.0140,1.0140,0.3000,0.5000,10,466.62,648.64,664
0.0049,0.9951,0.4000,0.5000,10,411.14,647.08,665
0.0099,0.9901,0.5000,0.5000,10,356.6,644.18,666
0.0224,0.9776,0.6000,0.5000,10,299.46,638.39,667
0.0360,0.9640,0.7000,0.5000,10,243.65,628.04,668
0.0550,0.9450,0.8000,0.5000,10,200.54,615.41,669
1.0000,-9.2342e-06,0,0.6000,1,0,0,67
0.0917,0.9083,0.9000,0.5000,10,156.83,596.42,670
0.1271,0.8729,1,0.5000,10,123.07,574.37,671
1.0001,-9.1977e-05,0,0.6000,10,0,0,672
2.0694e-04,0.9998,0.1000,0.6000,10,589.99,649.84,673
0.0098,0.9902,0.2000,0.6000,10,532.99,649.52,674
0.0062,0.9938,0.3000,0.6000,10,470.77,648.43,675
0.0133,0.9867,0.4000,0.6000,10,413.09,646.43,676
0.0021,0.9979,0.5000,0.6000,10,351.79,641.41,677
0.0298,0.9702,0.6000,0.6000,10,306.86,636.74,678
0.0377,0.9623,0.7000,0.6000,10,250.78,625.95,679
0.3835,0.6165,0.1000,0.6000,1,613.05,419.96,68
0.0584,0.9416,0.8000,0.6000,10,201.71,611.26,680
0.0935,0.9065,0.9000,0.6000,10,163.92,591.61,681
0.1257,0.8743,1,0.6000,10,131.89,570.15,682
1.0001,-9.9683e-05,0,0.7000,10,0,0,683
0.0307,0.9693,0.1000,0.7000,10,594.5,649.88,684
0.0043,0.9957,0.2000,0.7000,10,531.18,649.32,685
0.0120,0.9880,0.3000,0.7000,10,476.65,648.22,686
0.0147,0.9853,0.4000,0.7000,10,417.36,645.53,687
0.0615,0.9385,0.5000,0.7000,10,384.07,643.84,688
0.0328,0.9672,0.6000,0.7000,10,298.59,632,689
0.3991,0.6009,0.2000,0.6000,1,577.94,410.36,69
0.0669,0.9331,0.7000,0.7000,10,258.93,623.06,690
0.0729,0.9271,0.8000,0.7000,10,203.51,606.28,691
0.1043,0.8957,0.9000,0.7000,10,164.36,586.39,692
0.1303,0.8697,1,0.7000,10,130.17,549.48,693
1.0001,-1.0720e-04,0,0.8000,10,0,0,694
-0.0044,1.0044,0.1000,0.8000,10,590.6,649.76,695
0.0071,0.9929,0.2000,0.8000,10,532.62,649.09,696
0.0072,0.9928,0.3000,0.8000,10,475.24,647.54,697
-0.0125,1.0125,0.4000,0.8000,10,413.18,643.48,698
0.0226,0.9774,0.5000,0.8000,10,357.33,638.25,699
0.5280,0.4720,0.6000,1.0000e-04,1,318.33,349.08,7
0.4145,0.5855,0.3000,0.6000,1,544.61,400.89,70
0.0407,0.9593,0.6000,0.8000,10,303.5,628.57,700
0.0695,0.9305,0.7000,0.8000,10,254.34,616.13,701
0.0860,0.9140,0.8000,0.8000,10,204.43,597.36,702
0.1090,0.8910,0.9000,0.8000,10,167.86,575.79,703
0.1523,0.8477,1,0.8000,10,145.16,563.33,704
1.0001,-1.1164e-04,0,0.9000,10,0,0,705
0.0070,0.9930,0.1000,0.9000,10,589.93,649.66,706
0.0051,0.9949,0.2000,0.9000,10,530.57,648.66,707
0.0158,0.9842,0.3000,0.9000,10,477.54,646.58,708
0.0083,0.9917,0.4000,0.9000,10,428.66,643.38,709
0.4295,0.5705,0.4000,0.6000,1,513.27,392.01,71
0.0399,0.9601,0.5000,0.9000,10,368.78,636.22,710
0.0408,0.9592,0.6000,0.9000,10,312.31,625.88,711
0.0638,0.9362,0.7000,0.9000,10,253.44,607.31,712
0.1007,0.8993,0.8000,0.9000,10,227.79,599.28,713
0.1357,0.8643,0.9000,0.9000,10,188.12,578.85,714
0.1601,0.8399,1,0.9000,10,148.71,551.04,715
0.4436,0.5564,0.5000,0.6000,1,483.47,383.65,72
0.9997,3.0384e-04,0,1.0000e-04,15.8490,50,50.182,727
0.0094,0.9906,0.1000,1.0000e-04,15.8490,587.43,650,728
0.0089,0.9911,0.2000,1.0000e-04,15.8490,538.67,650,729
0.4585,0.5415,0.6000,0.6000,1,455.13,374.63,73
0.0071,0.9929,0.3000,1.0000e-04,15.8490,471.01,649.99,730
0.0385,0.9615,0.4000,1.0000e-04,15.8490,434.99,649.99,731
0.0067,0.9933,0.5000,1.0000e-04,15.8490,354.14,649.91,732
0.0022,0.9978,0.6000,1.0000e-04,15.8490,296.7,649.62,733
0.0021,0.9979,0.7000,1.0000e-04,15.8490,218.74,647.88,734
0.0252,0.9748,0.8000,1.0000e-04,15.8490,174.63,644.77,735
0.0255,0.9745,0.9000,1.0000e-04,15.8490,153.12,641.85,736
0.0410,0.9590,1,1.0000e-04,15.8490,77.303,603.64,737
1.0001,-5.8361e-05,0,0.1000,15.8490,0,0,738
0.0150,0.9850,0.1000,0.1000,15.8490,591.15,650,739
0.4725,0.5275,0.7000,0.6000,1,428.63,366.33,74
0.0140,0.9860,0.2000,0.1000,15.8490,535.2,650,740
0.0026,0.9974,0.3000,0.1000,15.8490,473.47,649.99,741
0.0071,0.9929,0.4000,0.1000,15.8490,415.28,649.97,742
2.2871e-04,0.9998,0.5000,0.1000,15.8490,350.05,649.86,743
-0.0187,1.0187,0.6000,0.1000,15.8490,305.32,649.5,744
0.0011,0.9989,0.7000,0.1000,15.8490,228,647.96,745
0.0026,0.9974,0.8000,0.1000,15.8490,177.86,644.01,746
0.0217,0.9783,0.9000,0.1000,15.8490,120.5,631.17,747
0.0162,0.9838,1,0.1000,15.8490,91.914,613.3,748
1.0001,-8.0453e-05,0,0.2000,15.8490,0,0,749
0.4863,0.5137,0.8000,0.6000,1,403.48,358.04,75
0.0054,0.9946,0.1000,0.2000,15.8490,590.54,650,750
-0.0237,1.0237,0.2000,0.2000,15.8490,526.68,650,751
0.0020,0.9980,0.3000,0.2000,15.8490,469.64,649.99,752
0.0016,0.9984,0.4000,0.2000,15.8490,400.07,649.94,753
0.0094,0.9906,0.5000,0.2000,15.8490,358.15,649.82,754
-0.0042,1.0042,0.6000,0.2000,15.8490,282.85,649,755
0.0060,0.9940,0.7000,0.2000,15.8490,253.06,648.11,756
0.0167,0.9833,0.8000,0.2000,15.8490,181.45,642.54,757
0.0295,0.9705,0.9000,0.2000,15.8490,129.64,630.6,758
0.0702,0.9298,1,0.2000,15.8490,92.263,607.72,759
0.4996,0.5004,0.9000,0.6000,1,379.8,349.96,76
1.0001,-1.0610e-04,0,0.3000,15.8490,0,0,760
-0.0176,1.0176,0.1000,0.3000,15.8490,587.59,650,761
-9.8499e-05,1.0001,0.2000,0.3000,15.8490,532.35,650,762
0.0082,0.9918,0.3000,0.3000,15.8490,470.28,649.98,763
-0.0154,1.0154,0.4000,0.3000,15.8490,394.73,649.86,764
-0.0126,1.0126,0.5000,0.3000,15.8490,340.83,649.49,765
0.0146,0.9854,0.6000,0.3000,15.8490,297.03,648.87,766
0.0032,0.9968,0.7000,0.3000,15.8490,234.71,645.42,767
-0.0023,1.0023,0.8000,0.3000,15.8490,178.54,637.06,768
0.0420,0.9580,0.9000,0.3000,15.8490,125.62,620.71,769
0.5123,0.4877,1,0.6000,1,357.69,342.31,77
0.0794,0.9206,1,0.3000,15.8490,106.14,605.09,770
0.9845,0.0155,0,0.4000,15.8490,50,59.293,771
0.0078,0.9922,0.1000,0.4000,15.8490,589.31,650,772
-8.7359e-04,1.0009,0.2000,0.4000,15.8490,533.02,649.99,773
-0.0038,1.0038,0.3000,0.4000,15.8490,473.57,649.97,774
-0.0087,1.0087,0.4000,0.4000,15.8490,407.11,649.83,775
-4.1459e-04,1.0004,0.5000,0.4000,15.8490,352.04,649.43,776
-0.0117,1.0117,0.6000,0.4000,15.8490,295.14,648.27,777
0.0151,0.9849,0.7000,0.4000,15.8490,243.56,644.92,778
0.0415,0.9585,0.8000,0.4000,15.8490,192.26,638.92,779
1.0000,-9.9822e-06,0,0.7000,1,0,0,78
0.0409,0.9591,0.9000,0.4000,15.8490,129.4,618.07,780
0.0690,0.9310,1,0.4000,15.8490,98.273,589.45,781
1.0001,-1.3368e-04,0,0.5000,15.8490,0,0,782
0.0147,0.9853,0.1000,0.5000,15.8490,592.47,650,783
-0.0146,1.0146,0.2000,0.5000,15.8490,529.71,649.99,784
1.6699e-04,0.9998,0.3000,0.5000,15.8490,467.33,649.94,785
-0.0089,1.0089,0.4000,0.5000,15.8490,413,649.74,786
0.0027,0.9973,0.5000,0.5000,15.8490,356.69,649.1,787
-0.0029,1.0029,0.6000,0.5000,15.8490,290.97,647.1,788
0.0046,0.9954,0.7000,0.5000,15.8490,219.1,638.88,789
0.3832,0.6168,0.1000,0.7000,1,613.08,419.57,79
0.0219,0.9781,0.8000,0.5000,15.8490,184.86,632.74,790
0.0546,0.9454,0.9000,0.5000,15.8490,139.45,617.28,791
0.0894,0.9106,1,0.5000,15.8490,118.08,600.49,792
1.0001,-1.4874e-04,0,0.6000,15.8490,0,0,793
-0.0041,1.0041,0.1000,0.6000,15.8490,589.74,650,794
-4.3763e-05,1.0000,0.2000,0.6000,15.8490,529.96,649.98,795
-0.0300,1.0300,0.3000,0.6000,15.8490,459.21,649.86,796
-0.0276,1.0276,0.4000,0.6000,15.8490,402.15,649.54,797
0.0364,0.9636,0.5000,0.6000,15.8490,354.55,648.84,798
0.0106,0.9894,0.6000,0.6000,15.8490,307.68,646.36,799
0.5414,0.4586,0.7000,1.0000e-04,1,333.5,288.55,8
0.4001,0.5999,0.2000,0.7000,1,578.1,410.11,80
0.0278,0.9722,0.7000,0.6000,15.8490,249.95,640.96,800
0.0367,0.9633,0.8000,0.6000,15.8490,194.3,633.93,801
0.0619,0.9381,0.9000,0.6000,15.8490,130.11,604.76,802
0.0974,0.9026,1,0.6000,15.8490,111.54,594.25,803
1.0002,-1.5758e-04,0,0.7000,15.8490,0,0,804
-0.0085,1.0085,0.1000,0.7000,15.8490,590.61,650,805
-0.0021,1.0021,0.2000,0.7000,15.8490,529.91,649.97,806
0.0196,0.9804,0.3000,0.7000,15.8490,476.14,649.87,807
0.0071,0.9929,0.4000,0.7000,15.8490,405.39,649.18,808
0.0132,0.9868,0.5000,0.7000,15.8490,365.43,648.44,809
0.4155,0.5845,0.3000,0.7000,1,544.86,400.19,81
0.1052,0.8948,0.6000,0.7000,15.8490,362.53,647.9,810
0.0652,0.9348,0.7000,0.7000,15.8490,275.34,642.89,811
0.0484,0.9516,0.8000,0.7000,15.8490,171.74,622.32,812
0.0603,0.9397,0.9000,0.7000,15.8490,179.4,616.49,813
0.1036,0.8964,1,0.7000,15.8490,107.46,567.38,814
1.0002,-1.6995e-04,0,0.8000,15.8490,0,0,815
-0.0038,1.0038,0.1000,0.8000,15.8490,590.6,650,816
0.0309,0.9691,0.2000,0.8000,15.8490,530.96,649.95,817
0.0213,0.9787,0.3000,0.8000,15.8490,474.63,649.74,818
0.0301,0.9699,0.4000,0.8000,15.8490,423.31,649.3,819
0.4305,0.5695,0.4000,0.7000,1,513.57,391.2,82
0.0191,0.9809,0.5000,0.8000,15.8490,357.09,646.8,820
0.0274,0.9726,0.6000,0.8000,15.8490,302.77,643.52,821
0.0134,0.9866,0.7000,0.8000,15.8490,226.07,632.23,822
0.0441,0.9559,0.8000,0.8000,15.8490,194.72,621.16,823
0.0878,0.9122,0.9000,0.8000,15.8490,151.85,602.5,824
0.1102,0.8898,1,0.8000,15.8490,122.62,579.91,825
1.0002,-1.7818e-04,0,0.9000,15.8490,0,0,826
-0.0088,1.0088,0.1000,0.9000,15.8490,589.37,649.99,827
-0.0097,1.0097,0.2000,0.9000,15.8490,528.44,649.91,828
0.0237,0.9763,0.3000,0.9000,15.8490,480.85,649.65,829
0.4458,0.5542,0.5000,0.7000,1,483.9,382.14,83
-0.0010,1.0010,0.4000,0.9000,15.8490,411.01,648.07,830
0.0069,0.9931,0.5000,0.9000,15.8490,345.8,645.03,831
0.0132,0.9868,0.6000,0.9000,15.8490,299.44,638.86,832
0.0356,0.9644,0.7000,0.9000,15.8490,248.42,629.93,833
0.0616,0.9384,0.8000,0.9000,15.8490,213.42,612.73,834
0.1004,0.8996,0.9000,0.9000,15.8490,173.39,604.39,835
0.1178,0.8822,1,0.9000,15.8490,120.76,566.55,836
0.4600,0.5400,0.6000,0.7000,1,455.93,373.42,84
0.9995,4.8043e-04,0,1.0000e-04,25.1190,50,50.288,848
-3.6542e-04,1.0004,0.1000,1.0000e-04,25.1190,593.45,650,849
0.4744,0.5256,0.7000,0.7000,1,429.54,364.99,85
0.0018,0.9982,0.2000,1.0000e-04,25.1190,532.42,650,850
0.0064,0.9936,0.3000,1.0000e-04,25.1190,473.25,650,851
0.0031,0.9969,0.4000,1.0000e-04,25.1190,405.6,650,852
1.0948e-05,1.0000,0.5000,1.0000e-04,25.1190,350,650,853
0.0132,0.9868,0.6000,1.0000e-04,25.1190,304.31,649.99,854
1.6964e-04,0.9998,0.7000,1.0000e-04,25.1190,230.07,649.9,855
-0.0015,1.0015,0.8000,1.0000e-04,25.1190,172.49,649.29,856
0.0144,0.9856,0.9000,1.0000e-04,25.1190,121.61,645.92,857
0.0311,0.9689,1,1.0000e-04,25.1190,71.334,625.63,858
1.0001,-9.2502e-05,0,0.1000,25.1190,0,0,859
0.4880,0.5120,0.8000,0.7000,1,404.86,356.94,86
0.0060,0.9940,0.1000,0.1000,25.1190,590.88,650,860
-0.0034,1.0034,0.2000,0.1000,25.1190,529.88,650,861
-0.0177,1.0177,0.3000,0.1000,25.1190,468.17,650,862
-0.0090,1.0090,0.4000,0.1000,25.1190,413,650,863
0.0111,0.9889,0.5000,0.1000,25.1190,345.62,650,864
-0.0051,1.0051,0.6000,0.1000,25.1190,287.15,649.98,865
0.0099,0.9901,0.7000,0.1000,25.1190,235.83,649.89,866
-0.0028,1.0028,0.8000,0.1000,25.1190,180.42,649.22,867
-0.0201,1.0201,0.9000,0.1000,25.1190,135.3,645.77,868
-0.0075,1.0075,1,0.1000,25.1190,72.682,616.15,869
0.5021,0.4979,0.9000,0.7000,1,381.3,348.92,87
1.0001,-1.3008e-04,0,0.2000,25.1190,0,0,870
-9.1109e-05,1.0001,0.1000,0.2000,25.1190,590.85,650,871
0.0030,0.9970,0.2000,0.2000,25.1190,527.48,650,872
-0.0035,1.0035,0.3000,0.2000,25.1190,469.47,650,873
0.0075,0.9925,0.4000,0.2000,25.1190,407.04,650,874
-0.0320,1.0320,0.5000,0.2000,25.1190,349.29,649.99,875
3.2513e-04,0.9997,0.6000,0.2000,25.1190,290,649.96,876
6.1814e-04,0.9994,0.7000,0.2000,25.1190,230.24,649.67,877
-0.0012,1.0012,0.8000,0.2000,25.1190,153.32,646.37,878
0.0177,0.9823,0.9000,0.2000,25.1190,133.48,643.55,879
0.5150,0.4850,1,0.7000,1,359.32,341,88
0.0055,0.9945,1,0.2000,25.1190,86.712,625.93,880
1.0002,-1.6246e-04,0,0.3000,25.1190,0,0,881
-1.8899e-04,1.0002,0.1000,0.3000,25.1190,589.95,650,882
0.0304,0.9696,0.2000,0.3000,25.1190,534.55,650,883
0.0490,0.9510,0.3000,0.3000,25.1190,486.28,650,884
-0.0092,1.0092,0.4000,0.3000,25.1190,413.33,650,885
0.0137,0.9863,0.5000,0.3000,25.1190,354.59,649.99,886
-0.0333,1.0333,0.6000,0.3000,25.1190,254.87,649.68,887
5.7884e-04,0.9994,0.7000,0.3000,25.1190,225.3,649.17,888
-0.0036,1.0036,0.8000,0.3000,25.1190,162.47,644.76,889
1.0000,-1.0605e-05,0,0.8000,1,0,0,89
0.0209,0.9791,0.9000,0.3000,25.1190,141.82,642.13,890
0.0472,0.9528,1,0.3000,25.1190,75.76,602.31,891
1.0002,-1.8328e-04,0,0.4000,25.1190,0,0,892
-0.0246,1.0246,0.1000,0.4000,25.1190,588.81,650,893
0.0061,0.9939,0.2000,0.4000,25.1190,532.53,650,894
0.0070,0.9930,0.3000,0.4000,25.1190,467.78,650,895
-0.0080,1.0080,0.4000,0.4000,25.1190,405.78,650,896
0.0268,0.9732,0.5000,0.4000,25.1190,370.43,649.98,897
0.0304,0.9696,0.6000,0.4000,25.1190,303.78,649.93,898
0.0190,0.9810,0.7000,0.4000,25.1190,233.5,648.78,899
0.4452,0.5548,0.8000,1.0000e-04,1,511.02,521.92,9
0.3849,0.6151,0.1000,0.8000,1,613.07,418.86,90
-0.0057,1.0057,0.8000,0.4000,25.1190,172.29,645.16,900
0.0132,0.9868,0.9000,0.4000,25.1190,127.74,633.69,901
0.0435,0.9565,1,0.4000,25.1190,72.275,594.89,902
1.0002,-2.0688e-04,0,0.5000,25.1190,0,0,903
0.0239,0.9761,0.1000,0.5000,25.1190,592.58,650,904
0.0066,0.9934,0.2000,0.5000,25.1190,536.37,650,905
-0.0316,1.0316,0.3000,0.5000,25.1190,466.48,650,906
-0.0083,1.0083,0.4000,0.5000,25.1190,422.03,649.99,907
-0.0016,1.0016,0.5000,0.5000,25.1190,357.38,649.92,908
-0.0366,1.0366,0.6000,0.5000,25.1190,275.1,649.35,909
0.4010,0.5990,0.2000,0.8000,1,578.21,409.36,91
-0.0402,1.0402,0.7000,0.5000,25.1190,197.5,645.8,910
-8.9227e-04,1.0009,0.8000,0.5000,25.1190,155.03,640.95,911
0.0446,0.9554,0.9000,0.5000,25.1190,139.52,635.83,912
0.0706,0.9294,1,0.5000,25.1190,116.44,626.4,913
1.0002,-2.3487e-04,0,0.6000,25.1190,0,0,914
0.0284,0.9716,0.1000,0.6000,25.1190,592.56,650,915
-1.6148e-04,1.0002,0.2000,0.6000,25.1190,529.95,650,916
0.0147,0.9853,0.3000,0.6000,25.1190,474.16,650,917
0.0068,0.9932,0.4000,0.6000,25.1190,415.61,649.98,918
-0.0363,1.0363,0.5000,0.6000,25.1190,339.82,649.76,919
0.4176,0.5824,0.3000,0.8000,1,545.15,399.51,92
-0.0124,1.0124,0.6000,0.6000,25.1190,290.23,649.3,920
0.0444,0.9556,0.7000,0.6000,25.1190,269.26,648.91,921
0.0044,0.9956,0.8000,0.6000,25.1190,167.64,638.59,922
0.0208,0.9792,0.9000,0.6000,25.1190,122.36,619.9,923
0.0868,0.9132,1,0.6000,25.1190,107.77,620.54,924
1.0003,-2.5216e-04,0,0.7000,25.1190,0,0,925
0.0410,0.9590,0.1000,0.7000,25.1190,597.4,650,926
0.0879,0.9121,0.2000,0.7000,25.1190,551.41,650,927
0.0169,0.9831,0.3000,0.7000,25.1190,474.94,650,928
1.1926e-05,1.0000,0.4000,0.7000,25.1190,409.99,649.95,929
0.4331,0.5669,0.4000,0.8000,1,513.89,389.75,93
-0.0323,1.0323,0.5000,0.7000,25.1190,335.68,649.68,930
0.0546,0.9454,0.6000,0.7000,25.1190,314.84,648.86,931
0.0074,0.9926,0.7000,0.7000,25.1190,233.1,645.58,932
0.0344,0.9656,0.8000,0.7000,25.1190,201.41,642,933
0.0017,0.9983,0.9000,0.7000,25.1190,135.8,619.68,934
0.0556,0.9444,1,0.7000,25.1190,88.93,600.28,935
1.0003,-2.7896e-04,0,0.8000,25.1190,0,0,936
-0.0275,1.0275,0.1000,0.8000,25.1190,588.17,650,937
-0.0196,1.0196,0.2000,0.8000,25.1190,520.39,650,938
0.0058,0.9942,0.3000,0.8000,25.1190,463.31,649.99,939
0.4485,0.5515,0.5000,0.8000,1,484.45,380.88,94
-0.0251,1.0251,0.4000,0.8000,25.1190,428.96,649.96,940
-0.0375,1.0375,0.5000,0.8000,25.1190,331.71,649.04,941
0.0225,0.9775,0.6000,0.8000,25.1190,301.73,648.28,942
-0.0184,1.0184,0.7000,0.8000,25.1190,211.63,639.59,943
0.0356,0.9644,0.8000,0.8000,25.1190,199.32,637.89,944
0.0053,0.9947,0.9000,0.8000,25.1190,139.9,619.97,945
0.1123,0.8877,1,0.8000,25.1190,144.25,624.73,946
1.0003,-2.7391e-04,0,0.9000,25.1190,0,0,947
0.0227,0.9773,0.1000,0.9000,25.1190,592.28,650,948
-0.0579,1.0579,0.2000,0.9000,25.1190,519.28,649.99,949
0.4626,0.5374,0.6000,0.8000,1,457.06,372.31,95
0.0144,0.9856,0.3000,0.9000,25.1190,488.5,649.99,950
-0.0206,1.0206,0.4000,0.9000,25.1190,388.67,649.49,951
0.0380,0.9620,0.5000,0.9000,25.1190,366.73,649.07,952
-0.0122,1.0122,0.6000,0.9000,25.1190,261.73,644,953
0.0146,0.9854,0.7000,0.9000,25.1190,240.35,638.7,954
0.0448,0.9552,0.8000,0.9000,25.1190,173.41,621.97,955
0.0677,0.9323,0.9000,0.9000,25.1190,146.57,609.36,956
0.1301,0.8699,1,0.9000,25.1190,138.16,602.71,957
0.4780,0.5220,0.7000,0.8000,1,430.5,363.44,96
0.9992,7.6141e-04,0,1.0000e-04,39.8110,50,50.456,969
0.4911,0.5089,0.8000,0.8000,1,405.96,355.46,97
0.0037,0.9963,0.1000,1.0000e-04,39.8110,590.42,650,970
0.0050,0.9950,0.2000,1.0000e-04,39.8110,530.42,650,971
0.0056,0.9944,0.3000,1.0000e-04,39.8110,472.43,650,972
-0.0044,1.0044,0.4000,1.0000e-04,39.8110,407.47,650,973
4.8865e-04,0.9995,0.5000,1.0000e-04,39.8110,348.35,650,974
0.0111,0.9889,0.6000,1.0000e-04,39.8110,301.54,650,975
0.0021,0.9979,0.7000,1.0000e-04,39.8110,230.5,650,976
0.0140,0.9860,0.8000,1.0000e-04,39.8110,170.79,649.96,977
-0.0148,1.0148,0.9000,1.0000e-04,39.8110,109.26,648.78,978
0.0182,0.9818,1,1.0000e-04,39.8110,64.812,635.63,979
0.5043,0.4957,0.9000,0.8000,1,382.74,347.2,98
1.0001,-1.4641e-04,0,0.1000,39.8110,0,0,980
-0.0160,1.0160,0.1000,0.1000,39.8110,591.92,650,981
0.0058,0.9942,0.2000,0.1000,39.8110,535.4,650,982
0.0296,0.9704,0.3000,0.1000,39.8110,490.34,650,983
-0.0098,1.0098,0.4000,0.1000,39.8110,414.59,650,984
-0.0085,1.0085,0.5000,0.1000,39.8110,343.49,650,985
-0.0747,1.0747,0.6000,0.1000,39.8110,267.63,650,986
0.0262,0.9738,0.7000,0.1000,39.8110,222.74,649.99,987
-0.0157,1.0157,0.8000,0.1000,39.8110,175.24,649.89,988
-0.0327,1.0327,0.9000,0.1000,39.8110,84.262,642.22,989
0.5179,0.4821,1,0.8000,1,360.67,339.04,99
0.0826,0.9174,1,0.1000,39.8110,108.74,648.1,990
1.0002,-2.1196e-04,0,0.2000,39.8110,0,0,991
0.0248,0.9752,0.1000,0.2000,39.8110,591.29,650,992
-0.0299,1.0299,0.2000,0.2000,39.8110,518.65,650,993
-0.0234,1.0234,0.3000,0.2000,39.8110,492.35,650,994
0.0323,0.9677,0.4000,0.2000,39.8110,429.41,650,995
0.0209,0.9791,0.5000,0.2000,39.8110,336.41,650,996
-0.0187,1.0187,0.6000,0.2000,39.8110,285.51,650,997
-0.0363,1.0363,0.7000,0.2000,39.8110,184.82,649.84,998
-0.0030,1.0030,0.8000,0.2000,39.8110,132.61,648.82,999
