f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
2.5119,0.0251,0.0126,2.4204e+03,532.0538,2.9011e+03,584.6892,31.0149,9.4688,2.2753e+04,14.3389,477.1307,2.3140e+04,3.5223e+04,426.5532,62.7464,9.8827e+03,-9.8237e+03
2.5119,0.0251,0.0251,2.4024e+03,533.4903,2.8640e+03,590.4931,27.2480,10.1842,2.2535e+04,20.5725,656.2241,2.3369e+04,3.4703e+04,435.1278,60.0810,1.0070e+04,-1.0011e+04
2.5119,0.0251,0.0501,2.3916e+03,534.1625,2.8418e+03,593.6679,25.5489,11.8014,2.2409e+04,23.8648,751.4321,2.3472e+04,3.4417e+04,439.6349,58.7557,1.0168e+04,-1.0109e+04
2.5119,0.0251,0.1000,2.3854e+03,534.4389,2.8294e+03,595.3328,24.7925,12.8277,2.2337e+04,25.5600,800.4321,2.3517e+04,3.4263e+04,441.9541,58.0901,1.0218e+04,-1.0159e+04
2.5119,0.0501,1.0000e-04,2.3777e+03,490.4271,2.5437e+03,391.4699,207.8473,244.3338,3.4076e+04,305.6937,7.3101e+03,1.0454e+04,5.6193e+04,92.5143,361.5547,2.0984e+03,-2.0950e+03
2.5119,0.0501,1.9953e-04,2.5615e+03,554.5443,2.6440e+03,422.5683,182.9829,211.1087,3.1992e+04,250.3207,5.9305e+03,1.2922e+04,5.2894e+04,140.0108,297.4324,3.4793e+03,-3.4739e+03
2.5119,0.0501,3.9811e-04,2.6161e+03,551.6677,2.7835e+03,478.9948,146.0857,160.6830,2.9504e+04,177.5883,4.2789e+03,1.5861e+04,4.8690e+04,210.4285,221.3607,5.1358e+03,-5.1221e+03
2.5119,0.0501,7.9433e-04,2.5843e+03,536.7963,2.9297e+03,548.7759,107.4691,107.7721,2.7079e+04,106.8800,2.6826e+03,1.8520e+04,4.4297e+04,283.2635,151.9628,6.7409e+03,-6.7132e+03
0.0100,0.0501,0.0501,2.3796e+03,534.2654,2.8140e+03,596.5502,26.0007,13.5253,6.9318e+03,27.3268,850.4263,93.9817,135.9420,444.3943,57.5378,1.0269e+04,-1.0210e+04
2.5119,0.0501,0.0016,2.5292e+03,530.4325,3.0171e+03,585.7109,75.9831,64.2894,2.5098e+04,52.6676,1.3806e+03,2.0523e+04,4.0452e+04,343.4806,104.1776,8.0551e+03,-8.0127e+03
2.5119,0.0501,0.0032,2.4800e+03,529.0504,3.0060e+03,582.0083,53.9978,33.7021,2.3760e+04,17.2803,458.4727,2.1893e+04,3.7633e+04,386.7337,78.8069,9.0030e+03,-8.9501e+03
2.5119,0.0501,0.0063,2.4414e+03,530.4391,2.9455e+03,579.7989,40.1790,15.6145,2.3007e+04,6.0746,243.4739,2.2746e+04,3.5900e+04,414.4563,66.9801,9.6140e+03,-9.5560e+03
2.5119,0.0501,0.0126,2.4120e+03,532.7846,2.8850e+03,587.2548,32.3634,9.9334,2.2606e+04,17.3133,559.8905,2.3216e+04,3.4925e+04,430.6587,61.4669,9.9699e+03,-9.9112e+03
2.5119,0.0501,0.0251,2.3916e+03,533.9962,2.8428e+03,593.4244,28.4493,11.5928,2.2385e+04,23.8104,747.0567,2.3448e+04,3.4393e+04,439.5639,58.7993,1.0164e+04,-1.0105e+04
2.5119,0.0501,0.0501,2.3785e+03,534.3629,2.8162e+03,596.6627,26.7433,13.5262,2.2250e+04,27.2525,846.3066,2.3547e+04,3.4093e+04,444.2728,57.4544,1.0265e+04,-1.0206e+04
2.5119,0.0501,0.1000,2.3706e+03,534.4422,2.8007e+03,598.2164,26.0735,14.6595,2.2165e+04,29.0317,897.5975,2.3582e+04,3.3922e+04,446.7063,56.7718,1.0317e+04,-1.0258e+04
2.5119,0.1000,1.0000e-04,2.3779e+03,490.5033,2.5438e+03,391.4981,208.0523,244.5571,3.4074e+04,305.6442,7.3090e+03,1.0457e+04,5.6189e+04,92.5499,361.4904,2.0991e+03,-2.0964e+03
2.5119,0.1000,1.9953e-04,2.5616e+03,554.6063,2.6443e+03,422.6922,183.3349,211.4649,3.1985e+04,250.1537,5.9273e+03,1.2929e+04,5.2883e+04,140.1637,297.2485,3.4817e+03,-3.4779e+03
2.5119,0.1000,3.9811e-04,2.6158e+03,551.7059,2.7844e+03,479.3950,146.5912,161.0766,2.9487e+04,177.1971,4.2712e+03,1.5873e+04,4.8663e+04,210.8214,220.9663,5.1424e+03,-5.1308e+03
0.0100,0.0501,0.1000,2.3719e+03,534.2909,2.7987e+03,598.1813,25.1315,14.6596,6.9320e+03,29.1119,901.5043,94.2084,135.3776,446.8363,56.8521,1.0321e+04,-1.0262e+04
2.5119,0.1000,7.9433e-04,2.5834e+03,536.8792,2.9314e+03,549.5221,108.1175,108.0680,2.7048e+04,106.2131,2.6683e+03,1.8538e+04,4.4243e+04,283.9775,151.3397,6.7541e+03,-6.7285e+03
2.5119,0.1000,0.0016,2.5277e+03,530.5902,3.0184e+03,586.0642,76.7641,64.3925,2.5049e+04,51.7380,1.3581e+03,2.0545e+04,4.0364e+04,344.5702,103.4411,8.0767e+03,-8.0360e+03
2.5119,0.1000,0.0032,2.4778e+03,529.2247,3.0045e+03,581.7801,54.8462,33.5548,2.3694e+04,16.1357,428.9815,2.1921e+04,3.7512e+04,388.2272,78.0984,9.0339e+03,-8.9822e+03
2.5119,0.1000,0.0063,2.4383e+03,530.7398,2.9402e+03,580.1786,40.9745,15.3789,2.2935e+04,7.2147,273.7318,2.2780e+04,3.5759e+04,416.3089,66.3159,9.6532e+03,-9.5958e+03
2.5119,0.1000,0.0126,2.4075e+03,533.0935,2.8761e+03,588.6702,33.0232,10.2784,2.2534e+04,18.8583,602.9584,2.3256e+04,3.4776e+04,432.7822,60.8250,1.0015e+04,-9.9564e+03
2.5119,0.1000,0.0251,2.3854e+03,534.0588,2.8304e+03,594.9726,29.0179,12.4082,2.2313e+04,25.4961,794.1341,2.3491e+04,3.4239e+04,441.8721,58.1462,1.0212e+04,-1.0153e+04
2.5119,0.1000,0.0501,2.3705e+03,534.1856,2.8008e+03,598.0266,27.3349,14.4830,2.2172e+04,29.0257,895.7716,2.3587e+04,3.3931e+04,446.7001,56.7846,1.0315e+04,-1.0257e+04
2.5119,0.1000,0.1000,2.3610e+03,533.9539,2.7828e+03,599.5712,26.7698,15.6578,2.2074e+04,30.8573,948.1999,2.3612e+04,3.3743e+04,449.2048,56.0865,1.0369e+04,-1.0310e+04
5.0119,1.0000e-04,1.0000e-04,2.2030e+03,409.0437,2.4939e+03,378.6536,129.4782,169.5002,7.6688e+04,332.4769,8.0698e+03,1.8357e+04,1.1595e+05,73.8805,396.7089,1.3390e+03,-1.3348e+03
5.0119,1.0000e-04,1.9953e-04,2.3275e+03,463.2199,2.5203e+03,384.1802,123.3009,153.6917,7.5518e+04,317.4841,7.6279e+03,1.9920e+04,1.1408e+05,83.4854,376.2362,1.7815e+03,-1.7763e+03
